what,kind,bundleId,bundleVersion,description,time
arch,sysinfo,,,"x86",1620393410197
ws,sysinfo,,,"win32",1620393410197
locale,sysinfo,,,"zh_CN",1620393410197
processors,sysinfo,,,"4",1620393410197
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1620393410197
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1620393410197
java.specification.name,sysinfo,,,"Java Platform API Specification",1620393410197
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1620393410197
java.specification.version,sysinfo,,,"1.6",1620393410197
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1620393410197
java.version,sysinfo,,,"1.6.0_23",1620393410197
java.vm.info,sysinfo,,,"mixed mode",1620393410197
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1620393410197
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1620393410197
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1620393410197
java.vm.specification.version,sysinfo,,,"1.0",1620393410197
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1620393410197
java.vm.version,sysinfo,,,"19.0-b09",1620393410197
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620393413306
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1620393415210
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620393420223
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1620393421285
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1620393422909
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1620393423049
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1620393423065
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1620393423112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620393426626
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620393428125
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1620393429422
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1620393429625
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1620393432786
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1620393432802
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1620393432802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620393432830
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620393435011
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620393438960
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620393439123
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620393439717
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620393442060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620393445088
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1620393455440
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620393457737
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620393457752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620393461501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620393464719
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620393467580
started,bundle,com.altera.debug.cdi.gdb.plugin,12.1.0.177,"com.altera.debug.cdi.gdb.plugin",1620393478753
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620393479199
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620393479357
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620393482934
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620393486741
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1620393486756
opened,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1620393490411
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1620393490744
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1620393490760
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1620393507687
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1620393550942
