what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618666112816
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1618666117318
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618666117333
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1618666117337
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618666118385
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618666118456
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1618666118459
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1618666119574
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1618666122976
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618666124425
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618666125786
error,log,,,"An internal error occurred during: ""Nios II BSP Editor (nios2_camera_sdram_lcd)"".",1618666125794
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618666125892
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618666126871
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1618666126878
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618666129791
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618666132600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618666138924
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618666139089
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618666146731
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618666150416
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1618666150430
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618666153013
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618666153121
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1618666154026
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1618666154322
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1618666160172
