what,kind,bundleId,bundleVersion,description,time
locale,sysinfo,,,"zh_CN",1618668190448
processors,sysinfo,,,"4",1618668190448
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1618668190448
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1618668190448
java.specification.name,sysinfo,,,"Java Platform API Specification",1618668190448
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1618668190448
java.specification.version,sysinfo,,,"1.6",1618668190448
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1618668190448
java.version,sysinfo,,,"1.6.0_23",1618668190448
java.vm.info,sysinfo,,,"mixed mode",1618668190448
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1618668190448
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1618668190448
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1618668190448
java.vm.specification.version,sysinfo,,,"1.0",1618668190448
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1618668190448
java.vm.version,sysinfo,,,"19.0-b09",1618668190448
started,bundle,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch",1618668190451
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1618668190607
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1618668211431
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1618668211611
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1618668212979
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1618668213005
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1618668213007
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668214023
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1618668214105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668217405
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1618668218071
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1618668218079
opened,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1618668222407
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1618668222837
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1618668222841
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1618668222842
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1618668222842
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1618668222849
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1618668243608
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668245466
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668549792
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1618668549797
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668561186
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668563280
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668566994
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1618668575236
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668576530
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668594289
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668597140
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1618668597452
error,log,,,"Unable to validate connection settings.",1618668605809
error,log,,,"Unable to validate connection settings.",1618668605814
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668605860
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668607849
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668608863
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668613489
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668617553
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668620384
started,bundle,com.altera.debug.cdi.gdb.plugin,12.1.0.177,"com.altera.debug.cdi.gdb.plugin",1618668628947
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668629223
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668629378
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668631928
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668632081
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1618668632096
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1618668635585
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1618668635882
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1618668641798
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668652975
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668891421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668894050
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668942442
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1618668942450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668946646
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668949538
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1618668949847
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668952717
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668962672
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668968126
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668968814
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1618668972038
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1618668972160
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1618668972168
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668974793
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668975192
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668977040
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668977107
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668977882
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668979077
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668981264
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618668991275
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1618668991596
error,log,,,"Unable to validate connection settings.",1618669000102
error,log,,,"Unable to validate connection settings.",1618669000104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618669000158
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618669004472
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618669008423
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618669011257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618669017567
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1618669017711
